,Unnamed: 0,username,text
8603,8603,ryan around,"['the', 'light', 'come', 'in', 'through', 'the', 'blind', 'in', 'upper', 'haight', 'is', 'freaki', 'orang', 'thank', 'to', 'all', 'the', 'smoke', 'from', 'the', 'camp', 'fire', 'at', 'least', 'it', 'make', 'for', 'some', 'weird', 'light', 'to', 'play', 'with', 'if', 'you', 'use', 'your']"
8604,8604,total traffic la,"['road', 'close', 'all', 'lane', 'close', 'due', 'to', 'the', 'woolsey', 'fire', 'in', 'agourahil', 'on', 'u', 'sb', 'from', 'rey', 'adob', 'rd', 'to', 'cesar', 'chavez', 'ave', 'latraff']"
8605,8605,mult co fire ems log,"['gasmaj', 'natur', 'ga', 'fire', 'or', 'major', 'leak', 'h', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8606,8606,total traffic la,"['sigalert', 'the', 'freeway', 'is', 'close', 'due', 'to', 'the', 'woolsey', 'fire', 'in', 'agourahil', 'on', 'u', 'nb', 'between', 'liberti', 'cyn', 'rd', 'and', 'rey', 'adob', 'rd']"
8607,8607,wildfire bot  ut nv  unofficial   ,"['cedareastfir', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'millardcounti', 'near', 'fillmor', 'ut', 'mi', 'ssw', 'of', 'provo', 'ut', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'qdamykt', 'wb']"
8608,8608,mult co fire ems log,"['med', 'medic', 'at', 'ne', 'nd', 'ave', 'ne', 'sandi', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8609,8609,bob butler,"['how', 'bad', 'is', 'the', 'smoke', 'from', 'the', 'camp', 'fire', 'you', 'can', 'bare', 'see', 'mt', 'diablo', 'from', 'antioch', 'megangoldsbi', 'kcbsnew', 'antioch', 'california']"
8610,8610,claudio barauna,"['the', 'fire', 'is', 'now', 'right', 'across', 'from', 'our', 'hous', 'o', 'fogo', 'est', 'ness', 'momento', 'bem', 'frent', 'a', 'nossa', 'casa', 'woolseyfir', 'lasd', 'lafd', 'besaf', 'scaryfir', 'la', 'virgen', 'calabasa']"
8611,8611,courtney,"['thi', 'wa', 'the', 'view', 'from', 'our', 'driveway', 'around', 'thi', 'morn', 'not', 'sure', 'how', 'the', 'fire', 'ha', 'progress', 'sinc', 'then', 'woolseyfir', 'deckercanyon', 'wildfir', 'malibu', 'california']"
8612,8612,travek  inc ,"['the', 'red', 'truck', 'are', 'arriv', 'to', 'the', 'scene', 'of', 'anoth', 'kitchen', 'remodel', 'in', 'paradis', 'valley', 'paradisevalley', 'kitchenremodel', 'generalcontractor', 'hgtv', 'redtruck', 'paradis', 'valley', 'arizona']"
8613,8613,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'ash', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8614,8614,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'naito', 'pkwi', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8615,8615,nathalie gallmeier,"['nope', 'not', 'beauti', 'cloud', 'armageddon', 'now', 'complet', 'with', 'woosleyfir', 'been', 'so', 'worri', 'about', 'friend', 'among', 'news', 'of', 'shoot', 'and', 'fire', 'so', 'thank', 'for', 'all', 'to', 'be', 'safe', 'and', 'so', 'thank']"
8616,8616,gondolas d amore,"['wow', 'we', 'can', 'see', 'that', 'fire', 'smoke', 'from', 'our', 'gondola', 'offic', 'window', 'gondolasdamor', 'gondolasdamor', 'marinadelrey', 'mothersbeach', 'marina', 'del', 'rey', 'california']"
8617,8617,ttwn sacramento,"['close', 'due', 'to', 'camp', 'fire', 'on', 'hwi', 'both', 'nb', 'sb', 'between', 'hwi', 'traffic']"
8618,8618,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8619,8619,jeana garcia zirlin,"['thi', 'go', 'out', 'to', 'all', 'of', 'the', 'peopl', 'who', 'aren', 't', 'say', 'enough', 'is', 'enough', 'i', 'challeng', 'you', 'to', 'shift', 'your', 'think', 'to', 'listen', 'to', 'the', 'victim', 'famili', 'and', 'to', 'open', 'your', 'heart', 'we', 'can']"
8620,8620,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'interst', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8621,8621,mult co fire ems log,"['vfire', 'vehicl', 'or', 'trailer', 'fire', 'at', 'se', 'grand', 'ave', 'se', 'hawthorn', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8622,8622, greta anderson ,"['view', 'of', 'the', 'fire', 'from', 'redondo', 'beach', 'be', 'safe', 'out', 'there', 'big', 'thank', 'you', 'to', 'all', 'firefight', 'and', 'law', 'enforc', 'for', 'your', 'hard', 'work', 'redondobeach', 'woolseyfir', 'southerncalifornia', 'fire']"
8623,8623,lauren ellisberg,"['smoke', 'over', 'la', 'mess', 'up', 'lot', 'of', 's', 'lax', 'intern', 'airport', 'lo', 'angel', 'california']"
8624,8624,mult co fire ems log,"['med', 'medic', 'at', 'eb', 'hwi', 'at', 'nw', 'marina', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8625,8625,cj gronner,"['fire', 'again', 'a', 'seen', 'from', 'venic', 'be', 'safe', 'california', 'wildfir', 'again', 'climatechang', 'fireseason', 'onlyyoucanpreventforestfir', 'venic', 'skatepark']"
8626,8626,dr  juli,"['it', 'been', 'a', 'tough', 'week', 'for', 'my', 'belov', 'california', 'a', 'now', 'a', 'fire', 'in', 'my', 'favorit', 'griffith', 'park', 'hope', 'all', 'the', 'anim', 'and', 'peopl', 'are', 'safe', 'california', 'hollywood', 'losangel']"
8627,8627,dannyboy smith,"['due', 'to', 'fire', 'in', 'paradis', 'redroomtattoo', 'will', 'postpon', 'the', 'tattoo', 'veteran', 'day', 'benefit', 'i', 'will', 'not', 'be', 'come', 'up', 'to', 'chico', 'to', 'add', 'to', 'the', 'alreadi', 'high', 'alert', 'that', 'is', 'in', 'place', 'be', 'safe', 'out']"
8628,8628,jason rose,"['view', 'of', 'the', 'fire', 'from', 'woodland', 'hill', 'woolseyfir', 'cawildfir', 'woodlandhil', 'woodland', 'hill', 'california']"
8629,8629,holger br er,"['lo', 'angel', 'is', 'on', 'fire', 'im', 'thank', 'for', 'the', 'peopl', 'who', 'risk', 'their', 'life', 's', 'for', 'me', 'the', 'brave', 'firefight', 'who', 'protect', 'me', 'thankyou', 'malibu', 'malibubeach', 'glendalecalifornia', 'burbank']"
8630,8630,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'divis', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8631,8631,shaun acu,"['california', 'is', 'battl', 'anoth', 'fire', 'and', 'the', 'wind', 'are', 'veri', 'strong', 'right', 'now', 'malibu', 'is', 'be', 'evacu', 'i', 'could', 'see', 'the', 'cloud', 'all', 'the', 'way', 'from', 'orang', 'counti', 'and', 'even', 'here', 'in', 'long', 'beach', 'we']"
8632,8632,alexander f  amato,"['prayer', 'go', 'out', 'to', 'the', 'famili', 'that', 'are', 'be', 'evacu', 'from', 'the', 'thousand', 'oak', 'fire', 'all', 'of', 'u', 'are', 'holdin', 'you', 'in', 'our', 's', 'god', 'bless', 'the', 'life', 'we', 'lost', 'alreadi', 'wish', 'my', 'brother', 'the']"
8633,8633,mimi pond,"['the', 'world', 's', 'barkiest', 'evacue', 'is', 'earn', 'hi', 'keep', 'with', 'u', 'while', 'my', 'dad', 'brother', 'si', 'in', 'law', 'wait', 'out', 'the', 'fire', 'in', 'over', 'at', 'my', 'other', 'brother', 's', 'hous', 'flash', 'and', 'mabelbrown', 'are', 'cousin', 'and']"
8634,8634,baby du,"['view', 'of', 'woolsey', 'fire', 'from', 'my', 'bedroom', 'just', 'watch', 'the', 'smoke', 'from', 'my', 'window', 'the', 'pic', 'don', 't', 'do', 'it', 'justic', 'it', 's', 'realli', 'bad', 'pray', 'for', 'newburi', 'park', 'to', 'oxnard']"
8635,8635,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'graham', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8636,8636,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'nw', 'hoyt', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8637,8637,chris     ,"['happi', 'friday', 'i', 'wa', 'minut', 'late', 'to', 'work', 'becaus', 'of', 'a', 'nail', 'in', 'the', 'road', 'paradis', 'nevada']"
8638,8638,cindy wilkes,"['taken', 'by', 'my', 'sister', 'around', 'the', 'corner', 'from', 'her', 'hous', 'in', 'california', 'thousand', 'oak', 'agoura', 'calabasa', 'malibu', 'simi', 'valley', 'are', 'all', 'on', 'fire', 'all', 'of', 'malibu', 'is', 'mandatori', 'evacu', 'and', 'pch', 'are']"
8639,8639,katniss,"['instead', 'of', 'nanowrimo', 'it', 's', 'now', 'operationgo', 'a', 'the', 'campfir', 'intel', 'ha', 'been', 'sever', 'lack', 'and', 'fire', 'weather', 'condit', 'have', 'been', 'extend', 'with', 'low', 'humid', 'and', 'gusti', 'wind', 'be', 'prepar']"
8640,8640,mult co fire ems log,"['miscf', 'unknown', 'type', 'of', 'fire', 'problem', 'at', 'se', 'th', 'ave', 'se', 'linn', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8641,8641,mult co fire ems log,"['ta', 'traffic', 'accid', 'st', 'respons', 'fire', 'em', 'at', 'se', 'nd', 'ave', 'se', 'powel', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp']"
8642,8642,sonoma state star,"['we', 'are', 'send', 'our', 'thought', 'and', 'prayer', 'to', 'everyon', 'affect', 'by', 'the', 'fire', 'across', 'california', 'theloveintheairisthickerthanthesmok', 'sonoma', 'state', 'univers']"
8643,8643,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'st', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8644,8644,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'w', 'burnsid', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8645,8645,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'harney', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8646,8646,  ray ist ein morgenmuffe zu hause  ,"['campfir', 'smoke', 'in', 'rosevil', 'rosevil', 'california']"
8647,8647,debra morrison,"['i', 'saw', 'thi', 'rainbow', 'on', 'my', 'ceil', 'today', 'i', 'm', 'pray', 'it', 's', 'a', 'sign', 'that', 'these', 'fire', 'will', 'pa', 'and', 'everyon', 'is', 'okay', 'happyhoursweat', 'nofilt', 'agoura', 'hill', 'california']"
8648,8648,craig pilo,"['woolseyfir', 'we', 're', 'safe', 'but', 'man', 'hope', 'my', 'friend', 'in', 'simi', 'to', 'westlak', 'calabasa', 'malibu', 'can', 'say', 'the', 'same', 'year', 'in', 'la', 'for', 'me', 'thi', 'is', 'the', 'closest', 'i', 've', 'been', 'to', 'a', 'fire', 'west']"
8649,8649,dcphoto,"['outsid', 'our', 'front', 'door', 'at', 'am', 'it', 's', 'like', 'nighttim', 'campfir', 'chico', 'california']"
8650,8650,wingo shackleford  ,"['fire', 'in', 'the', 'west', 'ucla', 'royc', 'hall']"
8651,8651,justin iiams,"['look', 'like', 'am', 'but', 'it', 's', 'am', 'eeriest', 'sight', 'i', 've', 'seen', 'in', 'a', 'long', 'time', 'campfir', 'chico', 'california']"
8652,8652,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'oak', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8653,8653,laura hawkins,"['our', 'home', 'away', 'from', 'home', 'when', 'we', 'visit', 'our', 'dad', 'papa', 'paul', 'gone', 'paradisestrong', 'campfir', 'ponderosagardensinn', 'paradis', 'california']"
8654,8654,wildfire bot  wa or  unofficial   ,"['fy', 'reimbursmentfir', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'yakimacounti', 'mi', 'w', 'of', 'white', 'swan', 'wa', 'mi', 'ne', 'of', 'portland', 'or', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'pra', 'tj', 'oga']"
8655,8655,socal burn ride,"['our', 'rout', 'is', 'on', 'fire', 'sincerest', 'gratitud', 'to', 'all', 'the', 'firefight', 'current', 'battl', 'thi', 'blaze', 'and', 'deepest', 'prayer', 'to', 'those', 'seek', 'refug', 'from', 'it', 'may', 'it', 'be', 'under', 'control', 'soon']"
8656,8656,         tom  kg cyx,"['co', 'o', 'campfir', 'chico', 'california']"
8657,8657,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8658,8658,mult co fire ems log,"['med', 'medic', 'at', 'nw', 'nd', 'ave', 'nw', 'davi', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8659,8659,francesco d orazio,"['am', 'bike', 'ride', 'brutal', 'canyon', 'kick', 'my', 'as', 'somehow', 'didn', 't', 'get', 'a', 'heart', 'attack', 'and', 'we', 'almost', 'cycl', 'through', 'the', 'malibu', 'fire', 'quickmorningridehesaid', 'cheer', 'olli', 'realtruefriend']"
8660,8660,awcrapahellboypodcast,"['it', 'wa', 'a', 'vampir', 'whammi', 'in', 'your', 'head', 'or', 'wa', 'it', 'listen', 'now', 'to', 's', 'e', 'the', 'v', 'rcolac', 'with', 'guest', 'andrew', 'stanton', 'wear', 'campfir', 'applepodcast', 'spotifi', 'or', 'wherev', 'you', 'podcast', 'link', 'on']"
8661,8661,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'yukon', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8662,8662,william uranga,"['you', 'know', 'you', 're', 'in', 'losangel', 'when', 'all', 'that', 'is', 'trend', 'on', 'twitter', 'is', 'fire', 'relat', 'wow', 'pasadena', 'california']"
8663,8663,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'halsey', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8664,8664,mult co fire ems log,"['mutual', 'mutual', 'aid', 'incid', 'dispatch', 'balanc', 'at', 'block', 'of', 'sw', 'barn', 'rd', 'washington', 'counti', 'or', 'portland', 'fire', 'rp']"
8665,8665,adham,"['smoke', 'is', 'aw', 'out', 'here', 'today', 'total', 'don', 't', 'recommend', 'be', 'outsid', 'if', 'you', 'don', 't', 'need', 'to', 'today']"
8666,8666,sherri houtz,"['we', 'were', 'drive', 'on', 'the', 'to', 'pasadena', 'earli', 'today', 'for', 'greg', 's', 'orthaped', 'appoint', 'and', 'saw', 'the', 'griffith', 'park', 'fire', 'close', 'up', 'pic', 'don', 't', 'do', 'justic', 'a', 'we', 'could', 'see', 'the', 'flame', 'wrap']"
8667,8667,richard scott bixler,"['my', 'view', 'of', 'the', 'woolseyfir', 'from', 'santa', 'monica', 'the', 'fire', 'is', 'current', 'at', 'k', 'acr', 'and', 'head', 'toward', 'malibu', 'and', 'the', 'ocean', 'thi', 'fire', 'just', 'start', 'yesterday', 'afternoon', 'and', 'wa', 'fuel', 'by', 'the']"
8668,8668,steve,"['donat', 'from', 'c', 'and', 's', 'wholesalegroc', 'gmd', 'head', 'to', 'the', 'campfir', 'c', 's', 'wholesal', 'grocer']"
8669,8669,portland police log,"['fire', 'relat', 'at', 'se', 'th', 'ave', 'se', 'linn', 'st', 'portland', 'or', 'portland', 'polic', 'pp', 'pdx']"
8670,8670,the rift,"['keep', 'our', 'hometown', 'in', 'your', 'thought', 'it', 'ha', 'been', 'a', 'rough', 'week', 'for', 'u', 'all', 'also', 'the', 'citi', 'of', 'paradis', 'ca', 'these', 'fire', 'are', 'out', 'of', 'control', 'stay', 'safe', 'to', 'all', 'our', 'friend', 'and', 'famili', 'in', 'the']"
8671,8671,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'st', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8672,8672,rony nadim,"['look', 'a', 'special', 'gift', 'cute', 'pipe', 'anim', 'brazuca', 'follow', 'have', 'special', 'discount', 'life', 'hemp', 'girl', 'bummyglass', 'stoner', 'kush', 'sativa', 'brazuca', 'smoke', 'shop']"
8673,8673,dan quick,"['cord', 'filter', 'provid', 'by', 'wildfir', 'smoke', 'san', 'francisco', 'california']"
8674,8674,ed vela,"['good', 'gawd', 'i', 'can', 'smell', 'the', 'malibu', 'fire', 'all', 'the', 'way', 'up', 'here', 'in', 'my', 'bungalow', 'in', 'burbank', 'like', 'somebodi', 's', 'burn', 'the', 'bbq', 'yike', 'and', 'to', 'think', 'i', 'alway', 'like', 'go', 'down', 'there', 'to', 'beat', 'the', 'heat']"
8675,8675,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'martin', 'luther', 'king', 'jr', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8676,8676,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8677,8677,renee weatherford   renewyourspace com,"['i', 'am', 'feel', 'complet', 'numb', 'right', 'now', 'not', 'onli', 'wa', 'our', 'counti', 'impact', 'by', 'a', 'senseless', 'massacr', 'thi', 'week', 'but', 'it', 'is', 'onc', 'again', 'becom', 'ravag', 'by', 'fire', 'my', 'heart', 'go', 'out', 'to', 'everyon']"
8678,8678,michael horn,"['so', 'much', 'smoke', 'today', 'be', 'safe', 'friend', 'respond', 'and', 'resid', 'of', 'butt', 'counti', 'campfir', 'smokeymountain', 'richmond', 'san', 'rafael', 'bridg']"
8679,8679,april,"['the', 'camp', 'fire', 'explod', 'so', 'quickli', 'yesterday', 'that', 'it', 'destroy', 'the', 'equival', 'of', 'one', 'footbal', 'field', 'everi', 'second', 'and', 'it', 's', 'still', 'grow', 'acr', 'burn', 'and', 'onli', 'contain', 'a', 'of']"
8680,8680,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'divis', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8681,8681,lou carvalho,"['the', 'hill', 'fire', 'from', 'west', 'simi', 'simi', 'valley', 'california']"
8682,8682,michael horn,"['so', 'much', 'smoke', 'today', 'be', 'safe', 'friend', 'respond', 'and', 'resid', 'of', 'butt', 'counti', 'campfir', 'smokeymountain', 'richmond', 'san', 'rafael', 'bridg']"
8683,8683,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'se', 'crystal', 'spring', 'blvd', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8684,8684,eddie ifft,"['that', 's', 'the', 'ridg', 'abov', 'my', 'hood', 'malibu', 'is', 'on', 'fire', 'hope', 'it', 'doesn', 't', 'creep', 'down', 'that', 'ridg', 'i', 'live', 'at', 'the', 'bottom', 'we', 'are', 'all', 'out', 'and', 'safe', 'thank', 'for', 'all', 'the', 'messag', 'inquir', 'let', 's', 'just']"
8685,8685,jet,"['surreal', 'sight', 'from', 'our', 'home', 'and', 'the', 'fire', 'just', 'keep', 'grow', 'and', 'grow', 'and', 'now', 'a', 'th', 'fire', 'close', 'to', 'the', 'la', 'zoo', 'anim', 'are', 'now', 'be', 'evacu', 'stay', 'safe', 'if', 'you', 'are', 'in', 'the', 'area']"
8686,8686,kirt kingzett,"['be', 'safe', 'i', 'hope', 'thi', 'get', 'handl', 'quickli', 'fire', 'thousand', 'oak', 'california']"
8687,8687,fireball tim,"['fire', 'still', 'rage', 'in', 'malibu', 'but', 'it', 's', 'still', 'a', 'way', 'from', 'u', 'i', 'have', 'faith', 'in', 'the', 'firefight', 'get', 'our', 'color', 'book', 'on', 'amazon', 'and', 'watch', 'our', 'show', 'fireballmalibuvlog']"
8688,8688,queen of hell ,"['campfir', 'paradisecampfir', 'westchico', 'citi', 'of', 'chico']"
8689,8689,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8690,8690,smiley s hot dogs,"['today', 'we', 'll', 'be', 'close', 'due', 'to', 'the', 'fire', 'in', 'the', 'area', 'thousand', 'oak', 'california']"
8691,8691,mult co fire ems log,"['hminv', 'hazmat', 'level', 'with', 'no', 'fire', 'injuri', 'at', 'se', 'grand', 'ave', 'se', 'hawthorn', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8692,8692,christopher monje,"['get', 'readi', 'for', 'the', 'fire', 'academi', 'so', 'lot', 'strength', 'mobil', 'work', 'and', 'function', 'work', 'get', 'strong', 'build', 'muscl', 'and', 'get', 'fast', 'front', 'squat', 'pin', 'shoulder', 'pree', 'w']"
8693,8693,rj lamendola,"['a', 'veri', 'eeri', 'day', 'for', 'channel', 'island', 'beach', 'a', 'the', 'smoke', 'blanket', 'the', 'sun', 'pray', 'for', 'those', 'effect', 'by', 'the', 'hillfir', 'visitventura', 'wildfir', 'fire', 'visitoxnardca', 'omin', 'emptybeach']"
8694,8694,dj paulo,"['from', 'my', 'kitchen', 'window', 'i', 'can', 'see', 'the', 'malibu', 'fire', 'some', 'scari', 'shit', 'hurrican', 'fire', 'global', 'warm', 'is', 'real', 'lookitup', 'west', 'hollywood', 'california']"
8695,8695,shane critser,"['that', 's', 'not', 'cloud', 'that', 'smoke', 'come', 'from', 'the', 'fire', 'in', 'the', 'thousand', 'oak', 'area', 'head', 'toward', 'malibu', 'pray', 'for', 'these', 'commun', 'deal', 'with', 'the', 'shock', 'of', 'a']"
8696,8696,brad douglas,"['didn', 't', 'realli', 'notic', 'the', 'smoke', 'yesterday', 'but', 'you', 'can', 'realli', 'tell', 'today', 'hazi', 'sky', 'and', 'the', 'smell', 'is', 'intens', 'hope', 'they', 'get', 'it', 'under', 'control', 'soon']"
8697,8697,liz kaseno,"['just', 'a', 'littl', 'unsettl', 'armageddon', 'fire', 'newburypark', 'home', 'in', 'do', 'viento']"
8698,8698,total traffic la,"['sigalert', 'the', 'road', 'is', 'close', 'due', 'to', 'a', 'brush', 'fire', 'in', 'griffithpark', 'on', 'griffith', 'park', 'dr', 'both', 'nb', 'sb', 'between', 'lo']"
8699,8699,metro fire of sacramento,"['sacramento', 'area', 'fire', 'agenc', 'have', 'deploy', 'over', 'personnel', 'support', 'the', 'extend', 'california', 'fireseason', 'on', 'engin', 'overhead', 'and', 'strike', 'team', 'leader', 'assign', 'given', 'the', 'statu']"
8700,8700,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'russet', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8701,8701,total traffic la,"['sigalert', 'the', 'road', 'is', 'close', 'due', 'to', 'a', 'brush', 'fire', 'in', 'griffithpark', 'on', 'crystal', 'spring', 'dr', 'both', 'nb', 'sb', 'between']"
8702,8702,total traffic la,"['sigalert', 'the', 'road', 'is', 'close', 'due', 'to', 'a', 'brush', 'fire', 'in', 'griffithpark', 'on', 'zoo', 'dr', 'both', 'eb', 'wb', 'between', 'forest', 'lawn', 'dr', 'and', 'hwi', 'latraff']"
8703,8703,velvet room hookah lounge,"['happi', 'friyay', 'everyon', 's', 'offici', 'tangeri', 'premium', 'flavor', 'tobacco', 'serv', 'velvetroomhookahloung', 'come', 'smoke', 'chill', 'great', 'vipe', 'mix', 'of', 'the', 'day', 'peach', 'ice', 'tea', 'cane', 'mint', 'happi']"
8704,8704,jonny west      ,"['malibu', 'is', 'on', 'fire', 'be', 'safe', 'out', 'there', 'everyon', 'fire', 'malibufir', 'malibu', 'california']"
8705,8705,mike taylor,"['i', 'just', 'wash', 'the', 'tie', 'fighter', 'yesterday', 'befor', 'the', 'smoke', 'roll', 'in', 'thi', 'morn', 'there', 's', 'a', 'light', 'coat', 'of', 'ash', 'mtaylor', 'californiawildfir', 'tiefight', 'ashi', 'oakland', 'california']"
8706,8706,laurie stevens,"['so', 'proud', 'of', 'my', 'husband', 'steven', 'and', 'fellow', 'neighbor', 'who', 'are', 'put', 'out', 'nearbi', 'spot', 'fire', 'so', 'grate', 'to', 'everyon', 's', 'concern', 'and', 'the', 'fire', 'dept', 'and', 'polic', 'who', 'keep', 'a', 'cool', 'head', 'in', 'flame']"
8707,8707,mario villagran,"['griffith', 'park', 'fire', 'on', 'top', 'seem', 'under', 'control', 'the', 'one', 'in', 'ventura', 'is', 'huge', 'i', 'pray', 'for', 'the', 'firefight', 'the', 'famili', 'and', 'their', 'home', 'ventura', 'you', 're', 'all', 'in', 'our', 'prayer', 'these', 'last', 'few', 'day']"
8708,8708,cori,"['for', 'friend', 'and', 'famili', 'ask', 'about', 'our', 'proxim', 'to', 'the', 'fire', 'we', 'are', 'safe', 'but', 'thi', 'is', 'the', 'view', 'surround', 'where', 'i', 'am', 'in', 'the', 'valley', 'today', 'woolseyfir', 'top', 'pic', 'griffithpark']"
8709,8709,l  scatterbrain,"['i', 'empath', 'with', 'the', 'folk', 'to', 'the', 'northwest', 'of', 'u', 'in', 'la', 'it', 'look', 'like', 'a', 'out', 'there', 'peac', 'to', 'all', 'the', 'firefight', 'on', 'the', 'frontlin', 'lscattershot', 'losangel', 'fire', 'lo', 'angel']"
8710,8710,nathaniel pitchon ge,"['it', 'like', 'drive', 'back', 'into', 'a', 'disast', 'movi', 'smoke', 'lo', 'angel', 'california']"
8711,8711,deborah gallagher,"['smoke', 'from', 'the', 'campfir', 'about', 'an', 'hour', 'north', 'of', 'here', 'cawx', 'cafir', 'norcal', 'autumn', 'californiaburn', 'vacavil', 'california']"
8712,8712,vivian,"['the', 'pacif', 'ocean', 'is', 'black', 'wildfir', 'beach', 'nofilt', 'smoke', 'woolseyfir', 'port', 'huenem', 'california']"
8713,8713,feji,"['father', 'serra', 'church', 'and', 'me', 'say', 'a', 'littl', 'someth', 'for', 'the', 'victim', 'of', 'the', 'shoot', 'and', 'fire', 'mission', 'san', 'juan', 'capistrano', 'ca']"
8714,8714,daniel j nolen,"['thought', 'a', 'storm', 'wa', 'roll', 'in', 'then', 'realiz', 'thi', 'wa', 'from', 'the', 'fire', 'whoa', 'marina', 'del', 'rey', 'california']"
8715,8715,jenni wilson,"['there', 's', 'a', 'fire', 'in', 'griffith', 'park', 'today', 'i', 'took', 'thi', 'photo', 'in', 'our', 'park', 'area', 'thi', 'morn', 'we', 'live', 'a', 'mile', 'and', 'a', 'half', 'from', 'the', 'park', 'glendal', 'california']"
8716,8716,erik betts,"['l', 'r', 'smoke', 'from', 'the', 'burbank', 'fire', 'behind', 'u', 'thousand', 'oak', 'fire', 'and', 'the', 'simi', 'valley', 'fire', 'winnetka', 'california']"
8717,8717,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8718,8718,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'oak', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
8719,8719,tiffany glass,"['thi', 'is', 'the', 'smoke', 'plume', 'from', 'citi', 'walk', 'at', 'univers', 'studio', 'hollywood', 'it', 's', 'insan', 'and', 'so', 'sad', 'fire', 'suck', 'univers', 'studio', 'hollywood']"
